CLV;CLM;CLI;FEGL;SIGL;PGL;ALGL;MNGL;PFGL;CAGL;MGGL;TIGL;FOGL;Fe3O4GL;G1;G2;G3;G23;G4;FE1;SI1;P1;AL1;MN1;PF1;CA1;MG1;TI1;FO1;Fe3O4_1;FE2;SI2;P2;AL2;MN2;PF2;CA2;MG2;TI2;FO2;Fe3O4_2;FE3;SI3;P3;AL3;MN3;PF3;CA3;MG3;TI3;FO3;Fe3O4_3;FE23;SI23;P23;AL23;MN23;PF23;CA23;MG23;TI23;FO23;Fe3O4_23;FE4;SI4;P4;AL4;MN4;PF4;CA4;MG4;TI4;FO4;Fe3O4_4;FQGL;FQ1;FQ2;FQ3;FQ23;FQ4
IF;IF;IF;40,08;38,283;0,066;0,621;0,47;2,324;0,023;0,021;0,038;-99;1,324;12,7;15,9;20,2;36,1;51,2;45,88;30,76;0,061;0,36;0,177;2,56;0,022;0,044;0,042;-99;2,2;53,25;19,83;0,09;0,55;0,296;3,22;0,021;0,054;0,033;-99;1,7;41,35;35,29;0,067;0,69;0,829;2,34;0,01;0,01;0,04;-99;1,3;46,591;28,481;0,077;0,628;0,594;2,728;0,015;0,029;0,037;-99;1,476;34,05;47,06;0,059;0,68;0,455;1,98;0,029;0,01;0,037;-99;1;99,325;99,675;100,369;98,677;99,422;99,165
IC;IC;IC;33,834;48,462;0,022;0,161;0,027;1,776;0,012;0,01;0,033;-99;1,479;93,1;3;0,8;3,8;3,1;34,28;47,79;0,022;0,15;0,026;1,8;0,011;0,01;0,033;-99;1,5;32,5;50,43;0,021;0,15;0,033;1,62;0,012;0,01;0,026;-99;1,5;32,93;50,31;0,032;0,3;0,061;1,73;0,025;0,01;0,041;-99;1,2;32,591;50,405;0,023;0,182;0,039;1,643;0,015;0,01;0,029;-99;1,437;21,97;66,27;0,031;0,47;0,047;1,22;0,027;0,01;0,031;-99;0,9;98,861;98,836;98,752;99,607;98,933;99,539
IS;IC;IC;32,82;51,304;0,016;0,136;0,018;0,904;0,011;0,01;0,014;-99;1,37;83,2;5,3;1,5;6,8;10;34,1;49,6;0,013;0,1;0,015;0,83;0,01;0,01;0,01;-99;1,5;38,72;42,32;0,023;0,18;0,022;1,17;0,01;0,01;0,013;-99;1,1;39,41;41,5;0,033;0,28;0,035;1,46;0,01;0,01;0,015;-99;0,9;38,872;42,139;0,025;0,202;0,025;1,234;0,01;0,01;0,013;-99;1,056;18,05;71,71;0,035;0,39;0,039;1,3;0,023;0,01;0,043;-99;0,5;99,314;99,31;99,104;99,709;99,236;99,395
IS;IC;IC;33,351;50,634;0,019;0,194;0,019;0,506;0,01;0,01;0,022;-99;0,969;76,1;7,5;2,3;9,8;14,1;34,49;49,06;0,016;0,15;0,012;0,46;0,01;0,01;0,018;-99;1,1;45,76;33,24;0,024;0,26;0,024;0,58;0,013;0,01;0,042;-99;0,7;43,98;34,51;0,028;0,3;0,033;0,78;0,01;0,01;0,054;-99;0,4;45,342;33,538;0,025;0,269;0,026;0,627;0,012;0,01;0,045;-99;0,63;18,87;71,01;0,034;0,38;0,054;0,67;0,01;0,01;0,031;-99;0,5;99,093;99,033;99,63;98,635;99,396;99,22
IC;IC;IC;34,3980;48,616;0,034;0,21;0,015;0,826;0,016;0,01;0,026;-99;0,681;88,7;2,2;0,9;3,1;8,2;36,24;45,9;0,035;0,21;0,015;0,85;0,016;0,01;0,025;-99;0,7;36,64;45,67;0,04;0,26;0,023;0,96;0,014;0,01;0,029;-99;0,9;37,18;44,71;0,043;0,32;0,022;1,15;0,014;0,01;0,035;-99;0,8;36,797;45,391;0,041;0,277;0,023;1,015;0,014;0,01;0,031;-99;0,871;13,57;79,22;0,019;0,19;0,01;0,49;0,015;0,01;0,034;-99;0,4;98,957;98,899;99,417;99,495;99,44;99,403
IF;IC;IC;36,5450;44,328;0,058;0,263;0,031;1,89;0,016;0,013;0,036;-99;0,685;53,7;8,7;4,9;13,6;32,7;41,08;38,03;0,048;0,2;0,025;1,8;0,01;0,01;0,026;-99;1;46,59;27,65;0,135;0,4;0,056;3,66;0,016;0,035;0,04;-99;0,4;45,86;30,56;0,102;0,34;0,05;3,01;0,018;0,031;0,04;-99;0,3;46,327;28,698;0,123;0,378;0,054;3,426;0,017;0,034;0,04;-99;0,364;25,03;61,17;0,046;0,32;0,031;1,4;0,026;0,01;0,05;-99;0,3;98,944;98,916;98,779;99,853;99,166;98,896
IF;IF;IF;35,7430;45,858;0,05;0,633;0,019;1,79;0,013;0,02;0,035;-99;0,574;25,6;13,6;9,4;23;51,4;45,91;31,67;0,06;0,43;0,029;2,68;0,017;0,039;0,046;-99;0,7;50,28;24,35;0,083;0,4;0,03;2,87;0,013;0,017;0,039;-99;0,6;46,26;30,9;0,069;0,55;0,023;2,07;0,017;0,023;0,039;-99;0,6;48,637;27,027;0,077;0,461;0,027;2,543;0,015;0,019;0,039;-99;0,6;24,91;61,35;0,033;0,81;0,01;1,01;0,01;0,01;0,028;-99;0,5;99,57;100,67;99,783;99,904;99,831;98,903
IF;IF;IF;35,916;45,131;0,11;0,48;0,017;2,592;0,014;0,015;0,031;-99;0,597;35,4;16,3;14,3;30,6;34;47,11;28,79;0,112;0,26;0,016;3,2;0,014;0,018;0,032;-99;1;48,3;26,55;0,163;0,43;0,026;3,77;0,013;0,021;0,042;-99;0,6;34,31;46,54;0,153;0,68;0,024;2,98;0,01;0,01;0,022;-99;0,3;41,762;35,892;0,158;0,547;0,025;3,401;0,012;0,016;0,033;-99;0,46;19;70,46;0,063;0,65;0,01;1,23;0,016;0,01;0,028;-99;0,3;99,865;99,91;100,267;99,666;99,987;99,705
IF;IF;IF;35,052;45,628;0,109;0,733;0,021;2,681;0,014;0,015;0,056;-99;0,839;38,2;15,7;13,7;29,4;32,4;44,59;31,79;0,131;0,55;0,022;3,46;0,015;0,01;0,053;-99;1,3;46,54;28,95;0,162;0,57;0,032;3,92;0,015;0,044;0,051;-99;0,8;32,52;49,28;0,111;0,94;0,024;2,66;0,01;0,01;0,05;-99;0,4;40,007;38,424;0,138;0,742;0,028;3,333;0,013;0,028;0,051;-99;0,614;19,31;68,48;0,057;0,94;0,013;1,17;0,013;0,01;0,064;-99;0,5;99,489;99,912;100,473;99,715;100,12;98,415
IF;IF;IF;32,9170;49,637;0,048;0,453;0,017;1,616;0,011;0,011;0,03;-99;0,772;48,7;11,8;9,4;21,2;30,1;40,84;37,3;0,058;0,22;0,021;2,08;0,01;0,01;0,025;-99;1,1;44,07;33,84;0,072;0,41;0,025;2,32;0,019;0,02;0,036;-99;0,5;25,8;60,43;0,038;0,67;0,01;1,07;0,013;0,01;0,044;-99;0,6;35,969;45,63;0,057;0,525;0,018;1,766;0,016;0,016;0,04;-99;0,544;17,95;72,42;0,025;0,78;0,01;0,76;0,01;0,01;0,032;-99;0,4;98,925;98,156;99,832;99,203;99,553;99,731
IF;IF;IF;32,9060;49,86;0,068;0,554;0,037;2,076;0,019;0,018;0,039;-99;0,806;32,7;18,2;22,6;40,8;26,5;43,66;33,98;0,09;0,36;0,041;3,06;0,013;0,01;0,034;-99;0,9;46,69;30,12;0,109;0,46;0,078;3,21;0,026;0,055;0,052;-99;0,8;23,97;61,93;0,044;0,68;0,025;1,2;0,032;0,01;0,029;-99;0,8;34,105;47,74;0,073;0,582;0,049;2,097;0,029;0,03;0,039;-99;0,8;17,79;72,72;0,032;0,75;0,015;0,83;0,011;0,01;0,043;-99;0,7;99,787;100,106;100,999;98,256;99,48;99,867
IF;IF;IF;33,216;50,127;0,048;0,39;0,037;1,68;0,02;0,014;0,034;-99;0,819;48,3;13,5;17,9;31,4;20,3;39,02;42;0,053;0,25;0,033;2,09;0,019;0,01;0,029;-99;0,9;42,82;35,5;0,053;0,36;0,043;1,94;0,025;0,039;0,063;-99;1;23,27;64,52;0,04;0,55;0,037;1,09;0,019;0,01;0,028;-99;0,6;31,675;52,043;0,046;0,468;0,04;1,455;0,022;0,022;0,043;-99;0,772;21,79;66,5;0,042;0,6;0,041;1,05;0,02;0,01;0,03;-99;0,7;99,883;100,318;99,289;99,605;99,469;99,488
IF;IC;IC;33,4730;49,186;0,053;0,272;0,05;2,204;0,016;0,01;0,012;-99;0,443;66,5;10,4;11,1;21,5;12;36,83;44,66;0,045;0,16;0,038;2,12;0,014;0,01;0,01;-99;0,5;37,26;43,38;0,073;0,28;0,066;2,92;0,018;0,01;0,011;-99;0,4;26,89;57,63;0,081;0,55;0,093;2,57;0,019;0,01;0,017;-99;0,3;31,906;50,737;0,077;0,419;0,08;2,739;0,019;0,01;0,014;-99;0,348;17,68;71,49;0,058;0,63;0,063;1,71;0,026;0,01;0,023;-99;0,3;99,727;99,765;100,128;99,536;99,822;99,37
IF;IC;IC;31,3510;51,238;0,08;0,548;0,028;2,538;0,017;0,01;0,024;-99;0,472;50,6;16,1;18,6;34,7;14,7;34,96;46,79;0,065;0,21;0,024;2,45;0,013;0,01;0,015;-99;0,5;39,3;38,55;0,108;0,42;0,039;3,48;0,021;0,01;0,031;-99;0,3;24,89;59,72;0,098;1,08;0,03;2,42;0,021;0,01;0,036;-99;0,6;31,576;49,898;0,103;0,774;0,034;2,912;0,021;0,01;0,034;-99;0,461;18,4;69,71;0,079;1,18;0,025;1,96;0,022;0,01;0,031;-99;0,4;99,401;99,633;98,987;99,115;99,057;99,419
IF;IC;IC;26,071;58,751;0,066;0,8;0,021;2,463;0,015;0,011;0,026;-99;1,512;61;11,4;8,5;19,9;19,1;27,6;57,44;0,047;0,25;0,015;2,21;0,01;0,01;0,016;-99;2,2;34,49;45,3;0,113;0,53;0,038;3,57;0,028;0,01;0,017;-99;0,6;29,04;52,7;0,119;1,63;0,038;3,34;0,025;0,019;0,051;-99;0,3;32,162;48,461;0,116;1;0,038;3,472;0,027;0,014;0,032;-99;0,472;14,84;73,66;0,074;2,35;0,023;2,22;0,018;0,01;0,052;-99;0,4;99,466;99,447;99,053;99,595;99,287;99,712
IGOF;IF;IF;30,1770;54,3;0,057;0,216;0,035;2,203;0,012;0,01;0,014;-99;0,564;39,5;15,7;17,5;33,2;27,3;35,66;45,83;0,07;0,16;0,022;3,18;0,013;0,01;0,01;-99;0,8;37,53;42,97;0,072;0,21;0,049;2,78;0,01;0,01;0,011;-99;0,5;30,98;53,55;0,052;0,28;0,073;1,5;0,01;0,01;0,016;-99;0,5;34,077;48,547;0,061;0,247;0,062;2,105;0,01;0,01;0,014;-99;0,5;17,5;73,55;0,034;0,26;0,022;0,91;0,013;0,01;0,02;-99;0,3;100,055;100,347;99,859;99,854;99,855;99,879
IF;IC;IC;29,224;55,739;0,028;0,404;0,022;1,644;0,013;0,01;0,022;-99;0,536;56,3;11,6;5,9;17,5;26,2;31,45;52,55;0,029;0,27;0,014;1,75;0,012;0,01;0,019;-99;0,6;36,24;45,27;0,037;0,38;0,032;2,07;0,011;0,01;0,02;-99;0,6;34,7;46,75;0,031;0,51;0,054;1,68;0,01;0,01;0,023;-99;0,4;35,721;45,769;0,035;0,424;0,039;1,939;0,011;0,01;0,021;-99;0,533;20,1;69,25;0,023;0,68;0,029;1,22;0,016;0,01;0,029;-99;0,4;99,688;99,639;99,679;98,721;99,356;100,018
IF;IC;IC;29,837;55,074;0,039;0,379;0,015;1,733;0,015;0,01;0,022;-99;0,369;69;7,2;10,2;17,4;13,6;30,85;53,9;0,031;0,31;0,012;1,58;0,013;0,01;0,021;-99;0,4;39,29;40,25;0,057;0,48;0,022;2,7;0,014;0,01;0,019;-99;0,3;30,55;52,66;0,068;0,53;0,029;2,32;0,02;0,01;0,03;-99;0,3;34,167;47,525;0,063;0,509;0,026;2,477;0,018;0,01;0,025;-99;0,3;19,16;70,69;0,051;0,56;0,015;1,56;0,02;0,01;0,022;-99;0,3;99,987;100,013;99,795;99,43;99,58;100,381
IF;IC;IC;31,969;51,504;0,052;0,384;0,012;2,137;0,01;0,01;0,02;-99;1,83;71,7;6,6;3,9;10,5;17,8;32,29;50,82;0,055;0,33;0,011;2,34;0,01;0,01;0,016;-99;2,3;40,76;38,52;0,073;0,48;0,022;2,81;0,014;0,01;0,023;-99;1,1;43,64;34,53;0,064;0,59;0,023;2,33;0,01;0,01;0,031;-99;0,5;41,83;37,038;0,07;0,521;0,022;2,632;0,013;0,01;0,026;-99;0,877;24,86;62,79;0,028;0,52;0,01;1,03;0,01;0,01;0,035;-99;0,5;99,843;99,752;100,289;100,052;100,203;99,997
IF;IF;IF;33,6830;49,466;0,045;0,45;0,016;1,688;0,01;0,04;0,028;-99;0,909;35,4;13,1;4,7;17,8;46,8;34,87;46,32;0,059;0,37;0,015;2,33;0,01;0,088;0,025;-99;1,4;42,52;36,99;0,06;0,46;0,02;2,29;0,01;0,021;0,019;-99;0,8;44,15;35,11;0,056;0,52;0,021;2,02;0,01;0,031;0,026;-99;0,6;42,95;36,494;0,059;0,476;0,02;2,219;0,01;0,024;0,021;-99;0,747;29,26;56,78;0,03;0,5;0,016;1;0,01;0,01;0,032;-99;0,6;99,931;99,103;100,717;100,973;100,785;100,234
IF;IF;IF;33,296;50,274;0,041;0,366;0,03;1,722;0,011;0,023;0,02;-99;1,681;34,2;13,8;6,9;20,7;45,1;39,42;42,16;0,042;0,31;0,023;2,32;0,01;0,028;0,012;-99;3,7;43,33;35,51;0,063;0,39;0,056;2,25;0,01;0,012;0,021;-99;0,8;43,83;35,01;0,063;0,44;0,056;2,16;0,026;0,053;0,025;-99;0,5;43,497;35,343;0,063;0,407;0,056;2,22;0,015;0,026;0,022;-99;0,7;23,97;63,28;0,03;0,39;0,023;1,04;0,01;0,017;0,026;-99;0,6;100,094;101,197;100,331;100,577;100,413;99,111
IF;IC;IC;32,42;49,868;0,066;0,52;0,049;2,207;0,021;0,01;0,036;-99;1,558;54,7;16,7;5,7;22,4;22,9;35,93;45,69;0,043;0,34;0,032;1,81;0,021;0,01;0,029;-99;2,2;39,85;38,67;0,089;0,42;0,079;3,24;0,02;0,011;0,034;-99;1,2;37,79;40,89;0,133;0,57;0,118;3,78;0,031;0,01;0,035;-99;0,7;39,326;39,235;0,1;0,458;0,089;3,377;0,023;0,011;0,034;-99;1,073;17,28;70,25;0,087;1,01;0,049;2,01;0,02;0,01;0,053;-99;0,5;99,174;99,333;99,633;99,777;99,669;98,304
IF;IC;IC;32,604;49,715;0,086;0,429;0,098;2,083;0,021;0,01;0,033;-99;1,823;67,6;11,7;3,4;15,1;17,3;34,12;48,14;0,054;0,3;0,064;1,65;0,014;0,01;0,031;-99;2,4;38,64;40,73;0,112;0,42;0,12;2,93;0,034;0,01;0,037;-99;1,1;40,32;35,81;0,259;0,63;0,229;4,68;0,03;0,01;0,029;-99;0,6;39,018;39,622;0,145;0,467;0,145;3,324;0,033;0,01;0,035;-99;0,987;21,08;64,68;0,157;0,9;0,192;2,69;0,035;0,01;0,038;-99;0,3;99,166;99,05;99,778;99,703;99,76;99,088
IS;IC;IC;33,9810;48,377;0,044;0,217;0,032;2,344;0,012;0,01;0,014;-99;1,872;77,6;9,9;3,3;13,2;9,2;34,11;48,46;0,038;0,17;0,023;2,3;0,01;0,01;0,01;-99;2,3;41,19;37,27;0,069;0,24;0,052;3,06;0,012;0,01;0,015;-99;0,5;44,07;33,5;0,09;0,36;0,069;3,11;0,02;0,01;0,027;-99;0,3;41,91;36,328;0,074;0,27;0,056;3,073;0,014;0,01;0,018;-99;0,45;21,52;64,97;0,054;0,54;0,075;1,67;0,024;0,01;0,044;-99;0,3;99,634;99,764;99,704;100,319;99,858;98,235
IF;IC;IC;32,448;50,126;0,077;0,314;0,279;2,293;0,026;0,01;0,033;-99;1,711;60,7;15,9;5,4;21,3;18;29,66;55,07;0,046;0,22;0,081;1,88;0,024;0,01;0,027;-99;2;45,6;29,78;0,147;0,37;0,473;3,52;0,028;0,01;0,035;-99;2,3;47,65;25,45;0,185;0,45;0,735;4,1;0,034;0,01;0,035;-99;1,1;46,12;28,682;0,157;0,39;0,539;3,667;0,03;0,01;0,035;-99;1,996;25,67;58,83;0,089;0,54;0,636;2,06;0,026;0,01;0,049;-99;0,4;99,67;99,777;99,805;99,539;99,739;99,227
IF;IC;IC;30,322;54,537;0,049;0,291;0,04;1,498;0,024;0,01;0,03;-99;0,51;64,6;10,5;4,5;15;20,4;31,38;53,38;0,042;0,24;0,033;1,41;0,023;0,01;0,034;-99;0,5;39,79;39,81;0,077;0,31;0,049;2,42;0,019;0,01;0,026;-99;0,6;39,74;39,76;0,095;0,39;0,097;2,64;0,026;0,01;0,037;-99;0,5;39,775;39,795;0,082;0,334;0,063;2,486;0,021;0,01;0,029;-99;0,57;20,02;69,04;0,047;0,42;0,046;1,05;0,027;0,01;0,02;-99;0,5;99,888;100,083;99,702;100,005;99,791;99,339
IF;IC;IC;28,616;54,956;0,058;0,314;0,055;2,179;0,022;0,01;0,043;-99;0,586;50,5;13,8;5,4;19,2;30,3;31,42;50,7;0,053;0,27;0,031;2,39;0,017;0,01;0,043;-99;0,8;36,65;44,14;0,08;0,32;0,068;2,93;0,024;0,01;0,037;-99;0,5;34,08;46,52;0,086;0,45;0,201;2,71;0,025;0,01;0,027;-99;0,4;35,927;44,809;0,082;0,357;0,105;2,868;0,024;0,01;0,034;-99;0,472;19,31;68,48;0,051;0,36;0,062;1,39;0,029;0,01;0,048;-99;0,3;98,62;98,485;100,113;98,909;99,774;98,111
IS;IC;IC;31,989;50,436;0,051;0,269;0,061;2,646;0,025;0,01;0,026;-99;1,661;71,6;11;3,6;14,6;13,8;33,29;48,58;0,041;0,23;0,028;2,74;0,025;0,01;0,025;-99;2,1;42,5;35,1;0,098;0,29;0,106;3,45;0,025;0,01;0,034;-99;0,8;40;37,86;0,114;0,44;0,297;3,56;0,028;0,01;0,028;-99;0,4;41,884;35,781;0,102;0,327;0,153;3,477;0,026;0,01;0,033;-99;0,701;14,77;75,57;0,049;0,41;0,138;1,28;0,027;0,01;0,021;-99;0,4;99,285;99,262;100,005;99,745;99,943;98,711
IS;IC;IC;29,879;54,744;0,047;0,244;0,033;1,978;0,03;0,01;0,029;-99;1,003;74,3;8,8;2,5;11,3;14,4;30,25;54,34;0,039;0,19;0,022;1,86;0,027;0,01;0,027;-99;1,2;41,09;37,29;0,084;0,3;0,079;3,42;0,036;0,01;0,031;-99;0,5;39,76;38,89;0,096;0,41;0,1;3,35;0,035;0,01;0,025;-99;0,4;40,796;37,644;0,087;0,324;0,084;3,405;0,036;0,01;0,03;-99;0,478;19,4;70,25;0,054;0,46;0,053;1,47;0,038;0,01;0,036;-99;0,4;99,869;99,779;100,111;99,9;100,066;100,179
IF;IF;IF;31,918;51,474;0,074;0,306;0,074;1,538;0,033;0,017;0,031;-99;1,979;49,7;15,4;4,7;20,1;30,2;35,91;45,91;0,062;0,22;0,043;1,4;0,026;0,01;0,028;-99;3,3;46,25;30,31;0,143;0,39;0,122;2,87;0,024;0,048;0,048;-99;1,2;44,31;32,86;0,143;0,53;0,167;2,67;0,034;0,024;0,046;-99;0,7;45,796;30,906;0,143;0,423;0,133;2,823;0,026;0,042;0,048;-99;1,083;16,11;74,32;0,049;0,37;0,087;0,91;0,05;0,01;0,026;-99;0,4;99,229;99,018;100,257;100,033;100,205;98,929
IF;IF;IF;36,0010;46,867;0,041;0,284;0,105;0,958;0,023;0,014;0,027;-99;0,747;43,1;20,1;8,4;28,5;28,4;35,39;48,25;0,032;0,19;0,05;0,86;0,021;0,01;0,018;-99;1;48;29,13;0,064;0,25;0,122;1,46;0,023;0,028;0,039;-99;0,7;50,29;26,21;0,057;0,29;0,14;1,17;0,02;0,01;0,042;-99;0,4;48,675;28,269;0,062;0,262;0,127;1,375;0,022;0,023;0,04;-99;0,612;24,21;63,43;0,035;0,45;0,167;0,69;0,027;0,01;0,028;-99;0,5;99,847;100,049;99,836;99,939;99,867;99,527
HF;HF;HF;63,577;3,039;0,028;2,692;0,052;2,178;0,023;0,023;0,093;-99;0,266;15,1;20,4;16;36,4;48,5;58,84;3,06;0,028;7,93;0,059;5,18;0,039;0,023;0,094;-99;0,5;63,51;3,29;0,016;2,63;0,023;1,78;0,021;0,023;0,081;-99;0,3;62,91;5,76;0,015;1,38;0,025;1,33;0,03;0,01;0,071;-99;0,2;63,246;4,376;0,016;2,081;0,024;1,582;0,025;0,017;0,077;-99;0,256;65,3;2,03;0,038;1,52;0,07;1,69;0,017;0,028;0,105;-99;0,2;99,066;100,573;98,681;98,583;98,64;98,92
IF;IFR;IFR;54,439;16,386;0,048;2,424;0,272;2,217;0,012;0,021;0,061;-99;0,274;1,6;13,9;13,5;27,4;71;61,1;9,58;0,019;0,74;0,16;0,94;0,019;0,01;0,06;-99;0,4;63,93;3,89;0,04;1,33;0,251;1,73;0,022;0,01;0,084;-99;0,2;58,07;9,74;0,068;2,09;0,461;2,75;0,01;0,01;0,082;-99;0,2;61,043;6,772;0,054;1,704;0,354;2,233;0,016;0,01;0,083;-99;0,2;51,74;20,25;0,046;2,74;0,243;2,24;0,01;0,026;0,052;-99;0,3;99,404;98,94;98,876;98,449;98,665;99,699
IF;IF;IF;38,022;43,772;0,039;1,025;0,05;1,225;0,033;0,01;0,023;-99;0,357;13,9;18,4;12,5;30,9;55,2;49,97;28,45;0,017;0,26;0,016;0,53;0,024;0,01;0,01;-99;0,4;60,85;11,27;0,048;0,69;0,062;1,58;0,016;0,01;0,017;-99;0,3;52,66;20,65;0,074;1,55;0,098;2,34;0,013;0,01;0,019;-99;0,2;57,537;15,064;0,059;1,038;0,077;1,887;0,015;0,01;0,018;-99;0,26;24,09;63,7;0,033;1,21;0,043;1,03;0,046;0,01;0,029;-99;0,4;100,59;100,772;100,76;100,159;100,518;100,584
IF;IF;IF;33,1230;51,166;0,024;0,969;0,024;0,65;0,046;0,01;0,019;-99;0,454;29,1;14,2;8,9;23,1;47,8;38,44;44,32;0,01;0,33;0,012;0,29;0,053;0,01;0,01;-99;0,5;47,54;31,04;0,016;0,66;0,017;0,64;0,01;0,01;0,015;-99;0,3;45,01;32,87;0,029;1,61;0,026;1,14;0,01;0,01;0,013;-99;0,3;46,565;31,745;0,021;1,026;0,02;0,833;0,01;0,01;0,014;-99;0,3;23,39;64,72;0,033;1,33;0,033;0,78;0,06;0,01;0,027;-99;0,5;100,286;99,992;100,391;100,093;100,276;100,469
IF;IF;IF;32,452;52,873;0,022;0,362;0,078;0,564;0,061;0,01;0,021;-99;0,403;41,1;10,5;7,5;18;40,9;36,19;48,14;0,014;0,23;0,033;0,34;0,061;0,01;0,018;-99;0,3;46,34;33,36;0,027;0,3;0,068;0,84;0,01;0,01;0,015;-99;0,5;41,56;38,31;0,041;0,53;0,169;1,21;0,058;0,01;0,033;-99;0,3;44,348;35,422;0,033;0,396;0,11;0,994;0,03;0,01;0,023;-99;0,417;23,46;65,31;0,026;0,48;0,108;0,6;0,074;0,01;0,023;-99;0,5;100,425;100,604;100,92;99,871;100,483;100,22
IF;IF;IF;40,704;40,901;0,017;0,381;0,027;0,533;0,07;0,01;0,019;-99;0,385;42,1;15,2;8;23,2;34,7;45,94;34,61;0,01;0,16;0,013;0,3;0,095;0,01;0,011;-99;0,4;53,68;21,79;0,017;0,19;0,017;0,54;0,011;0,01;0,02;-99;0,3;52,06;24,22;0,025;0,44;0,034;0,76;0,016;0,01;0,01;-99;0,4;53,121;22,628;0,02;0,276;0,023;0,616;0,013;0,01;0,017;-99;0,334;26,05;60,75;0,025;0,72;0,048;0,76;0,077;0,01;0,03;-99;0,4;100,169;100,892;99,358;99,974;99,571;99,696
IF;IF;IF;47,043;29,015;0,092;0,549;0,093;3,34;0,032;0,01;0,018;-99;0,231;36,5;20;13;33;30,5;53,13;19,09;0,108;0,53;0,185;4,09;0,013;0,01;0,018;-99;0,2;56,8;14,4;0,109;0,57;0,044;3,73;0,015;0,01;0,019;-99;0,2;51,43;21,52;0,11;0,71;0,045;3,85;0,016;0,01;0,014;-99;0,2;54,685;17,205;0,109;0,625;0,044;3,777;0,015;0,01;0,017;-99;0,2;31,49;53,67;0,053;0,49;0,035;1,97;0,073;0,01;0,019;-99;0,3;100,544;100,19;100,251;99,953;100,132;101,41
IF;IF;IF;44,427;34,888;0,035;0,351;0,028;0,979;0,032;0,01;0,02;-99;0,349;30,3;20,4;15,9;36,3;33,4;54,09;22,02;0,032;0,24;0,015;0,97;0,01;0,01;0,01;-99;0,3;56,17;18,08;0,036;0,26;0,02;1,04;0,015;0,01;0,015;-99;0,3;48,16;29,76;0,049;0,45;0,036;1,19;0,014;0,01;0,024;-99;0,4;52,661;23,196;0,042;0,343;0,027;1,106;0,015;0,01;0,019;-99;0,344;26,71;59,27;0,031;0,46;0,04;0,85;0,071;0,01;0,031;-99;0,4;99,902;100,675;99,824;100,447;100,098;98,988
IF;IF;IF;43,831;35,207;0,074;0,658;0,029;2,15;0,011;0,013;0,063;-99;0,343;21,7;19;11,7;30,7;47,6;56,35;15,71;0,124;0,75;0,03;3,75;0,01;0,022;0,068;-99;0,2;58,56;13,48;0,095;0,62;0,026;2,58;0,01;0,01;0,073;-99;0,2;55,65;16,69;0,09;0,7;0,028;2,51;0,01;0,01;0,078;-99;0,2;57,451;14,703;0,093;0,65;0,027;2,553;0,01;0,01;0,075;-99;0,2;29,34;57,32;0,038;0,62;0,031;1,16;0,013;0,01;0,054;-99;0,5;100,962;101,19;100,741;99,796;100,38;101,234
IF;IF;IF;39,6040;41,755;0,046;0,361;0,027;1,232;0,028;0,01;0,014;-99;0,354;33,4;17,7;10,4;28,1;38,5;47,58;30,44;0,052;0,26;0,019;1,4;0,01;0,01;0,01;-99;0,4;56,19;18,22;0,058;0,31;0,025;1,59;0,01;0,01;0,012;-99;0,2;53;22,14;0,065;0,59;0,047;1,65;0,01;0,01;0,011;-99;0,3;55,009;19,671;0,061;0,414;0,033;1,612;0,01;0,01;0,012;-99;0,237;21,44;67,69;0,03;0,41;0,03;0,81;0,058;0,01;0,02;-99;0,4;100,15;100,285;100,645;100,384;100,55;99,744
IF;IF;IF;34,3420;49,371;0,029;0,625;0,038;0,697;0,022;0,013;0,025;-99;0,407;33,9;16,8;10,1;26,9;39,2;37,16;45,46;0,02;0,42;0,019;0,45;0,022;0,01;0,019;-99;0,5;49,98;26,92;0,035;0,48;0,026;0,8;0,01;0,027;0,017;-99;0,3;46,46;30,18;0,058;1,22;0,066;1,38;0,01;0,01;0,03;-99;0,3;48,658;28,144;0,044;0,758;0,041;1,018;0,01;0,021;0,022;-99;0,3;22,08;67,32;0,026;0,71;0,052;0,69;0,031;0,01;0,033;-99;0,4;99,953;99,562;99,814;99,462;99,683;100,475
IF;IF;IF;31,651;53,538;0,018;0,697;0,066;0,473;0,031;0,01;0,013;-99;0,438;30,4;14,6;8,5;23,1;46,5;37,37;45,25;0,011;0,5;0,021;0,29;0,031;0,01;0,012;-99;0,4;47,64;31,36;0,019;0,61;0,03;0,52;0,01;0,01;0,01;-99;0,4;46,21;32,26;0,028;1,1;0,042;0,84;0,01;0,01;0,011;-99;0,3;47,114;31,691;0,022;0,79;0,034;0,638;0,01;0,01;0,01;-99;0,363;20,23;69,81;0,02;0,78;0,112;0,51;0,042;0,01;0,016;-99;0,5;100,125;99,559;100,699;100,405;100,59;100,264
IF;IC;IC;32,569;53,237;0,01;0,489;0,05;0,205;0,038;0,01;0,011;-99;0,373;72,5;12,3;7,2;19,5;8;32,32;53,95;0,01;0,28;0,029;0,11;0,037;0,01;0,01;-99;0,4;39,38;43,22;0,01;0,69;0,049;0,31;0,04;0,01;0,01;-99;0,3;40,66;39,96;0,01;1,58;0,08;0,67;0,032;0,013;0,014;-99;0,2;39,853;42,016;0,01;1,019;0,06;0,443;0,037;0,011;0,011;-99;0,263;17,07;74,13;0,011;1,09;0,216;0,48;0,044;0,01;0,015;-99;0,4;100,628;100,651;100,657;100,52;100,606;100,464
